Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
Germany	Direct Employer	Kombo	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Lilium	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	LILLYDOO	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Frankfurt hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Lufthansa Systems	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Raunheim hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Mambo	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Omio	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Personio	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Raisin	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	SAP	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Walldorf hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Siemens	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Solaris	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Sonarsource	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Bochum hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	SumUp	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Taxfix	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	TRUECHART	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Southern Germany hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Volkswagen Group	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Wolfsburg hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Volocopter	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Bruchsal hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Wolt Germany	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Netherlands	Agency	Adams Multilingual	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Airswift	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Blue Lynx	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Hays	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Michael Page	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Octagon Professionals	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Randstad	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Ravecruitment	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
Netherlands	Agency	Undutchables	Recruiter / sponsor list						To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8718.HEIC	Amsterdam sponsor-list lead | no contact captured.	OCR: IMG_8718.txt		
United Kingdom	Direct Employer	ARK Schools	Visa-sponsored employer list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8733.HEIC	Croydon | Teaching Assistant / early education support roles.	OCR: IMG_8733.txt		
United Kingdom	Direct Employer	Capgemini	Visa-sponsored employer list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8733.HEIC	Manchester | Glasgow | Birmingham | Bristol | Software Engineer | Data Analyst | Consulting | Digital Transformation.	OCR: IMG_8733.txt		
United Kingdom	Direct Employer	Lloyds Banking Group	Visa-sponsored employer list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8733.HEIC	Leeds | Manchester | Bristol | Edinburgh | Tech & Data | Software Engineering | Finance | Risk & Analytics.	OCR: IMG_8733.txt		
United Kingdom	Direct Employer	Medivet	Visa-sponsored employer list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8733.HEIC	Birmingham | Manchester | Leeds | Nottingham | Bristol | Cambridge | Veterinary Surgeon / clinical roles.	OCR: IMG_8733.txt		
United Kingdom	Direct Employer	MSQUIRE IT Services Ltd	Visa-sponsored employer list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8733.HEIC	Reading | Business Analyst | Data Analyst | Tech Consulting.	OCR: IMG_8733.txt		
Worldwide / Remote	Direct Employer	EVOQ (Real Estate)				WhatsApp: +971523321256			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	Direct Employer	Majid Al Futtaim				https://careers.majidalfuttaim.com/			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	Direct Employer	Rotana Hotels				https://www.rotanacareers.com/			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	ACX				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Addenda				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Amwal				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Caliberly				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Cander				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Charterhouse				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Cooper Fitch				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Greengage				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Halian				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	KinFitz & Co				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Mallika Referral	Networking / interview preparation contact	Mallika	workwithmallikaa@gmail.com	workwithmallikaa@gmail.com		Microsoft interview preparation / Product Designer	Networking	2026-05-29	2026-05-29	2026-06-05	No Reply	Low	Yes	Keep only as networking or interview-prep contact	Gmail sent last month	Asked for Microsoft interview preparation insight and design referral context.		19e75a2a3017cc83	19e75a2a3017cc83
Worldwide / Remote	LinkedIn Search	Masdar				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Million				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Petty				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Priyanka Referral	Referral / networking lead	Priyanka	workwithitspgiri@gmail.com	workwithitspgiri@gmail.com		UI Designer / UX Designer / Product Designer / Design Engineer	Networking	2026-05-25	2026-05-25	2026-06-01	No Reply	Low	Yes	Keep only as networking referral lead	Gmail sent last month	Referral request sent after seeing Priyanka's Google job content.		19e5e48a479bc250	19e5e48a479bc250
Worldwide / Remote	LinkedIn Search	Remote job resource list	Remote platform / resource list						To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8717.HEIC	Reference list only | no direct employer contact captured. Domains: thinkremote.org | rev.com | crowdgen.com | studypool.com | study.com | no direct employer contact captured.	https://thinkremote.org; https://rev.com; https://crowdgen.com; https://studypool.com; https://study.com; thinkremote.org; rev.com; crowdgen.com; studypool.com; study.com; OCR: IMG_8717.txt		
Worldwide / Remote	LinkedIn Search	Salt				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	She is Arab				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Shivani main account				shivanimainacc@gmail.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Probably skip unless the screenshot visually confirms a real job lead.			
Worldwide / Remote	LinkedIn Search	Sparklo				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Worldwide / Remote	LinkedIn Search	Sukhakala				sukhakala.id@gmail.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Manual verification required.			
Worldwide / Remote	LinkedIn Search	Umatr				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker				
Unknown / likely not a job lead	LinkedIn Search	Shivani main account	Gmail contact / weak evidence			shivanimainacc@gmail.com			To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_9218.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Probably skip unless the screenshot visually confirms a real job lead.	OCR suggests meme/non-job context.		
Unknown / possible India	LinkedIn Search	Neeraj / portfolio hiring lead	Gmail contact			neerajiwtwrs@gmail.com			To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_8949.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Keep for manual review | not Dubai.	No reliable domain source found; Gmail only.		
Unknown / possible Indonesia	LinkedIn Search	Sukhakala	Gmail contact			sukhakala.id@gmail.com			To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_9185.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Manual verification required.	No reliable source found; .id in name is not enough for country assignment.		
