Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
UAE / Dubai	Agency	Pact Employment				info@pactemployment.ae			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Pactemployment	Agency / recruiter			iinfo@pactemployment.ae			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8333.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com			
UAE / Dubai	Agency	ParamInfo	IT staffing / services recruiter			rekha.y@paraminfo.com			To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8701.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC | Category: IT staffing / services recruiter | Source: IMG_8701.HEIC | ParamInfo careers page lists Dubai | Abu Dhabi | Saudi | Bahrain | and India | route as UAE/GCC agency contact.	https://paraminfo.com; paraminfo.com; https://paraminfo.com/careers/		
UAE / Dubai	Agency	Parkerconnect Me	Agency / recruiter			info@parkerconnect-me.com	Phone: +971 4 367 1797; Phone: +971 4 585 9309; Phone: +971 50 434 4675; Phone: +971 4 447 2847; Phone: +971 4 355 7222		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8396.HEIC	OCR raw safety-net row from screenshot; verify before outreach. v FOLLOW FOR DUBAI JOB-RELATED VIDEOS | BE Email: info@mindfieldresources.com | &: Website: http://www.mindfieldresources.com | Tiger Recruitment	http://www.mindfieldresources.comTiger; https://tiger-recruitment.com/aeRFS; https://www.rfsonshr.comCaliberly; https://caliberly.comParker; https://parkerconnect-me.com#4		
UAE / Dubai	Agency	Pinpointhr	Agency / recruiter			resume@pinpointhr.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Radiantgroup	Agency / recruiter			info@radiantgroup.ae			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Randstad	Recruitment agency / staffing contact			corporate.communications@randstad.com			To Contact					Medium	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC	Move from Unknown into UAE/Dubai agency review queue.	randstad.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	Rawafed	Recruitment agency / staffing contact			careers@rawafed.ae			To Contact					High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8333.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com	rawafed.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	Reach Group				jobs@reachgroup.ae			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Receptionist PA				info@receptionistpa.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Recruitsconsultancy	Agency / recruiter			info@recruitsconsultancy.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Rfsonshr	Agency / recruiter			info@rfsonshr.com	Phone: +971 4 367 1797; Phone: +971 4 585 9309; Phone: +971 50 434 4675; Phone: +971 4 447 2847; Phone: +971 4 355 7222		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8396.HEIC	OCR raw safety-net row from screenshot; verify before outreach. v FOLLOW FOR DUBAI JOB-RELATED VIDEOS | BE Email: info@mindfieldresources.com | &: Website: http://www.mindfieldresources.com | Tiger Recruitment	http://www.mindfieldresources.comTiger; https://tiger-recruitment.com/aeRFS; https://www.rfsonshr.comCaliberly; https://caliberly.comParker; https://parkerconnect-me.com#4		
UAE / Dubai	Agency	Sawaeed	Recruitment agency / staffing contact			info@sawaeed.ae			To Contact					High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8341.HEIC; Raw OCR: IMG_8057.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. @:) Join channel to get daily Dubai job updates W | https://www.instagram.com/channel/ | info@workforce.ae | contact@morganmallet.agency | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com ... [truncated]	sawaeed.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.; https://www.instagram.com/channel/AbZbNHfHrBoK22HT/?		
UAE / Dubai	Agency	Soshrsolutions	Agency / recruiter			recptdxb@soshrsolutions.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Spark	Recruitment agency / staffing contact			sparkmos@spark.ae			To Contact					High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	spark.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	SSA Ltd				ian.mclean@ssaltd.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Styracorp	Agency / recruiter			arshad@styracorp.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Sundus Recruitment				cv@sundusrecruitment.com; info@sundusrecruitment.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Talascend	Recruitment agency / staffing contact			talascend.marketing@talascend.com			To Contact					High	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	talascend.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	Talenthuntuae	Agency / recruiter			info@talenthuntuae.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	TASC Outsourcing				dxbjobs@tascoutsourcing.com; request@tascoutsourcing.com; info@tascoutsourcing.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Tiger Recruitment	Agency / recruiter			ae-info@tiger-recruitment.com	Phone: +971 4 367 1797; Phone: +971 4 585 9309; Phone: +971 50 434 4675; Phone: +971 4 447 2847; Phone: +971 4 355 7222		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8396.HEIC	OCR raw safety-net row from screenshot; verify before outreach. v FOLLOW FOR DUBAI JOB-RELATED VIDEOS | BE Email: info@mindfieldresources.com | &: Website: http://www.mindfieldresources.com | Tiger Recruitment	http://www.mindfieldresources.comTiger; https://tiger-recruitment.com/aeRFS; https://www.rfsonshr.comCaliberly; https://caliberly.comParker; https://parkerconnect-me.com#4		
UAE / Dubai	Agency	UHRS	Recruitment agency / staffing contact			info@uhrs.ae; naveed@uhrs.ae			To Contact					High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8341.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC; Raw OCR: ... [truncated]	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com | verify before outreach. yp ... [truncated]	uhrs.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	Vivahrc	Agency / recruiter			cv@vivahrc.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Workforce	Agency / recruiter			info@workforce.ae			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8057.HEIC	OCR raw safety-net row from screenshot; verify before outreach. @:) Join channel to get daily Dubai job updates W | https://www.instagram.com/channel/ | info@workforce.ae | contact@morganmallet.agency	https://www.instagram.com/channel/AbZbNHfHrBoK22HT/?		
UAE / Dubai	Agency	Xperts Jobs				cv@xpertsjobs.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / GCC	Agency	Accor	Agency / recruiter			hrd@accor.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Adcb	Agency / recruiter			careers@adcb.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Admsuae	Recruitment agency / staffing contact			info@admsuae.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	admsuae.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Ae	Agency / recruiter			careers@ae.ey.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Almansoorgroup	Recruitment agency / staffing contact			info@almansoorgroup.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	almansoorgroup.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Alnahiya	Recruitment agency / staffing contact			enquiries@alnahiya.com; info@alnahiya.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; IMG_8341.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	alnahiya.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Alvakil	Recruitment agency / staffing contact			jobs@alvakil.net; adminmumbai@alvakil.net			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	alvakil.net; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Amazon	Agency / recruiter			emea@amazon.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Asterhospital	Agency / recruiter			careers@asterhospital.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Bacme	Recruitment agency / staffing contact			submit@bacme.com; recruit@bacme.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8341.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	bacme.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Damacgroup	Agency / recruiter			careers@damacgroup.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Deloitte	Agency / recruiter			careers@deloitte.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Derbygroup	Recruitment agency / staffing contact			info@derbygroup.ae			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	derbygroup.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Dewa	Agency / recruiter			recruitment@dewa.gov.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Dm	Agency / recruiter			careers@dm.gov.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Dpworld	Agency / recruiter			careers@dpworld.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Du	Agency / recruiter			careers@du.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Dubaiairports	Agency / recruiter			careers@dubaiairports.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Emaar	Agency / recruiter			careers@emaar.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Emirates	Agency / recruiter			careers@emirates.com; leelar@emirates.net.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC; Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE ... [truncated]			
UAE / GCC	Agency	Emiratesnbd	Agency / recruiter			careers@emiratesnbd.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Etisalat	Agency / recruiter			careers@etisalat.ae			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Executivesolutionsme	Recruitment agency / staffing contact			info@executivesolutionsme.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	executivesolutionsme.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Expertsrecruitment	Recruitment agency / staffing contact			gaile@expertsrecruitment.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	expertsrecruitment.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Flydubai	Agency / recruiter			careers@flydubai.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Hilton	Agency / recruiter			uajobs@hilton.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Hsbc	Agency / recruiter			careersuae@hsbc.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
UAE / GCC	Agency	Innovationuae	Recruitment agency / staffing contact			recruitment@innovationuae.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8341.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	innovationuae.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Inspireselection	Recruitment agency / staffing contact			info@inspireselection.com			To Contact					High	Yes	Run agency website/LinkedIn check	Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. info@uhrs.ae | 2. jobs@reachgroup.ae | 3. info@receptionistpa.com | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	inspireselection.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / GCC	Agency	Jumeirah	Agency / recruiter			careers@jumeirah.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8342.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 19:01 a! 56 @ | careers@emaar.ae | 2. DP World Careers — careers@dpworld.com | 3. Dubai Airports Careers — careers@dubaiairports.ae			
